entry_type,meta_layer,issuer,issuer_type,governance_layer,geographic_scope,status,mandate,sector_applicability,standard_id,name_full,name_short,year_published,year_first,domain,sub_domain,sigma_id,why_it_matters,key_outputs,official_url,data_source,notes
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 1215,Convention for defining traps for use with the SNMP,RFC 1215,1991,1991,Information Technology,Internet Standards,DG-IETF-RFC1215-1991,Core internet protocol standard,RFC 1215,https://www.rfc-editor.org/rfc/rfc1215.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 1216,Gigabit network economics and paradigm shifts,RFC 1216,1991,1991,Information Technology,Internet Standards,DG-IETF-RFC1216-1991,Core internet protocol standard,RFC 1216,https://www.rfc-editor.org/rfc/rfc1216.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 1217,Memo from the Consortium for Slow Commotion Research (CSCR),RFC 1217,1991,1991,Information Technology,Internet Standards,DG-IETF-RFC1217-1991,Core internet protocol standard,RFC 1217,https://www.rfc-editor.org/rfc/rfc1217.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 1218,Naming scheme for c=US,RFC 1218,1991,1991,Information Technology,Internet Standards,DG-IETF-RFC1218-1991,Core internet protocol standard,RFC 1218,https://www.rfc-editor.org/rfc/rfc1218.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 1219,On the assignment of subnet numbers,RFC 1219,1991,1991,Information Technology,Internet Standards,DG-IETF-RFC1219-1991,Core internet protocol standard,RFC 1219,https://www.rfc-editor.org/rfc/rfc1219.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 1220,Point-to-Point Protocol extensions for bridging,RFC 1220,1991,1991,Information Technology,Internet Standards,DG-IETF-RFC1220-1991,Core internet protocol standard,RFC 1220,https://www.rfc-editor.org/rfc/rfc1220.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 1221,Host Access Protocol (HAP) specification: Version 2,RFC 1221,1991,1991,Information Technology,Internet Standards,DG-IETF-RFC1221-1991,Core internet protocol standard,RFC 1221,https://www.rfc-editor.org/rfc/rfc1221.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 1222,Advancing the NSFNET routing architecture,RFC 1222,1991,1991,Information Technology,Internet Standards,DG-IETF-RFC1222-1991,Core internet protocol standard,RFC 1222,https://www.rfc-editor.org/rfc/rfc1222.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 1223,OSI CLNS and LLC1 protocols on Network Systems HYPERchannel,RFC 1223,1991,1991,Information Technology,Internet Standards,DG-IETF-RFC1223-1991,Core internet protocol standard,RFC 1223,https://www.rfc-editor.org/rfc/rfc1223.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 1224,Techniques for managing asynchronously generated alerts,RFC 1224,1991,1991,Information Technology,Internet Standards,DG-IETF-RFC1224-1991,Core internet protocol standard,RFC 1224,https://www.rfc-editor.org/rfc/rfc1224.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 1225,Post Office Protocol: Version 3,RFC 1225,1991,1991,Information Technology,Internet Standards,DG-IETF-RFC1225-1991,Core internet protocol standard,RFC 1225,https://www.rfc-editor.org/rfc/rfc1225.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 1226,Internet protocol encapsulation of AX.25 frames,RFC 1226,1991,1991,Information Technology,Internet Standards,DG-IETF-RFC1226-1991,Core internet protocol standard,RFC 1226,https://www.rfc-editor.org/rfc/rfc1226.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 1227,SNMP MUX protocol and MIB,RFC 1227,1991,1991,Information Technology,Internet Standards,DG-IETF-RFC1227-1991,Core internet protocol standard,RFC 1227,https://www.rfc-editor.org/rfc/rfc1227.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 1228,SNMP-DPI: Simple Network Management Protocol Distributed Program Interface,RFC 1228,1991,1991,Information Technology,Internet Standards,DG-IETF-RFC1228-1991,Core internet protocol standard,RFC 1228,https://www.rfc-editor.org/rfc/rfc1228.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 1229,Extensions to the generic-interface MIB,RFC 1229,1991,1991,Information Technology,Internet Standards,DG-IETF-RFC1229-1991,Core internet protocol standard,RFC 1229,https://www.rfc-editor.org/rfc/rfc1229.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 1230,IEEE 802.4 Token Bus MIB,RFC 1230,1991,1991,Information Technology,Internet Standards,DG-IETF-RFC1230-1991,Core internet protocol standard,RFC 1230,https://www.rfc-editor.org/rfc/rfc1230.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 1231,IEEE 802.5 Token Ring MIB,RFC 1231,1991,1991,Information Technology,Internet Standards,DG-IETF-RFC1231-1991,Core internet protocol standard,RFC 1231,https://www.rfc-editor.org/rfc/rfc1231.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 1232,Definitions of managed objects for the DS1 Interface type,RFC 1232,1991,1991,Information Technology,Internet Standards,DG-IETF-RFC1232-1991,Core internet protocol standard,RFC 1232,https://www.rfc-editor.org/rfc/rfc1232.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 1233,Definitions of managed objects for the DS3 Interface type,RFC 1233,1991,1991,Information Technology,Internet Standards,DG-IETF-RFC1233-1991,Core internet protocol standard,RFC 1233,https://www.rfc-editor.org/rfc/rfc1233.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 1234,Tunneling IPX traffic through IP networks,RFC 1234,1991,1991,Information Technology,Internet Standards,DG-IETF-RFC1234-1991,Core internet protocol standard,RFC 1234,https://www.rfc-editor.org/rfc/rfc1234.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 1235,Coherent File Distribution Protocol,RFC 1235,1991,1991,Information Technology,Internet Standards,DG-IETF-RFC1235-1991,Core internet protocol standard,RFC 1235,https://www.rfc-editor.org/rfc/rfc1235.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 1236,IP to X.121 address mapping for DDN,RFC 1236,1991,1991,Information Technology,Internet Standards,DG-IETF-RFC1236-1991,Core internet protocol standard,RFC 1236,https://www.rfc-editor.org/rfc/rfc1236.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 1237,Guidelines for OSI NSAP Allocation in the Internet,RFC 1237,1991,1991,Information Technology,Internet Standards,DG-IETF-RFC1237-1991,Core internet protocol standard,RFC 1237,https://www.rfc-editor.org/rfc/rfc1237.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 1238,CLNS MIB for use with Connectionless Network Protocol (ISO 8473) and End System to Intermediate System (ISO 9542),RFC 1238,1991,1991,Information Technology,Internet Standards,DG-IETF-RFC1238-1991,Core internet protocol standard,RFC 1238,https://www.rfc-editor.org/rfc/rfc1238.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 1239,Reassignment of experimental MIBs to standard MIBs,RFC 1239,1991,1991,Information Technology,Internet Standards,DG-IETF-RFC1239-1991,Core internet protocol standard,RFC 1239,https://www.rfc-editor.org/rfc/rfc1239.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 1240,OSI connectionless transport services on top of UDP: Version 1,RFC 1240,1991,1991,Information Technology,Internet Standards,DG-IETF-RFC1240-1991,Core internet protocol standard,RFC 1240,https://www.rfc-editor.org/rfc/rfc1240.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 1241,Scheme for an internet encapsulation protocol: Version 1,RFC 1241,1991,1991,Information Technology,Internet Standards,DG-IETF-RFC1241-1991,Core internet protocol standard,RFC 1241,https://www.rfc-editor.org/rfc/rfc1241.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 1242,Benchmarking Terminology for Network Interconnection Devices,RFC 1242,1991,1991,Information Technology,Internet Standards,DG-IETF-RFC1242-1991,Core internet protocol standard,RFC 1242,https://www.rfc-editor.org/rfc/rfc1242.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 1243,AppleTalk Management Information Base,RFC 1243,1991,1991,Information Technology,Internet Standards,DG-IETF-RFC1243-1991,Core internet protocol standard,RFC 1243,https://www.rfc-editor.org/rfc/rfc1243.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 1244,Site Security Handbook,RFC 1244,1991,1991,Information Technology,Internet Standards,DG-IETF-RFC1244-1991,Core internet protocol standard,RFC 1244,https://www.rfc-editor.org/rfc/rfc1244.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 1245,OSPF Protocol Analysis,RFC 1245,1991,1991,Information Technology,Internet Standards,DG-IETF-RFC1245-1991,Core internet protocol standard,RFC 1245,https://www.rfc-editor.org/rfc/rfc1245.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 1246,Experience with the OSPF Protocol,RFC 1246,1991,1991,Information Technology,Internet Standards,DG-IETF-RFC1246-1991,Core internet protocol standard,RFC 1246,https://www.rfc-editor.org/rfc/rfc1246.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 1247,OSPF Version 2,RFC 1247,1991,1991,Information Technology,Internet Standards,DG-IETF-RFC1247-1991,Core internet protocol standard,RFC 1247,https://www.rfc-editor.org/rfc/rfc1247.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 1248,OSPF Version 2 Management Information Base,RFC 1248,1991,1991,Information Technology,Internet Standards,DG-IETF-RFC1248-1991,Core internet protocol standard,RFC 1248,https://www.rfc-editor.org/rfc/rfc1248.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 1249,DIXIE Protocol Specification,RFC 1249,1991,1991,Information Technology,Internet Standards,DG-IETF-RFC1249-1991,Core internet protocol standard,RFC 1249,https://www.rfc-editor.org/rfc/rfc1249.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 1250,IAB Official Protocol Standards,RFC 1250,1991,1991,Information Technology,Internet Standards,DG-IETF-RFC1250-1991,Core internet protocol standard,RFC 1250,https://www.rfc-editor.org/rfc/rfc1250.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 1251,"Who's Who in the Internet: Biographies of IAB, IESG and IRSG Members",RFC 1251,1991,1991,Information Technology,Internet Standards,DG-IETF-RFC1251-1991,Core internet protocol standard,RFC 1251,https://www.rfc-editor.org/rfc/rfc1251.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 1252,OSPF Version 2 Management Information Base,RFC 1252,1991,1991,Information Technology,Internet Standards,DG-IETF-RFC1252-1991,Core internet protocol standard,RFC 1252,https://www.rfc-editor.org/rfc/rfc1252.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 1253,OSPF Version 2 Management Information Base,RFC 1253,1991,1991,Information Technology,Internet Standards,DG-IETF-RFC1253-1991,Core internet protocol standard,RFC 1253,https://www.rfc-editor.org/rfc/rfc1253.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 1254,Gateway Congestion Control Survey,RFC 1254,1991,1991,Information Technology,Internet Standards,DG-IETF-RFC1254-1991,Core internet protocol standard,RFC 1254,https://www.rfc-editor.org/rfc/rfc1254.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 1255,A Naming Scheme for c=US,RFC 1255,1991,1991,Information Technology,Internet Standards,DG-IETF-RFC1255-1991,Core internet protocol standard,RFC 1255,https://www.rfc-editor.org/rfc/rfc1255.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 1256,ICMP Router Discovery Messages,RFC 1256,1991,1991,Information Technology,Internet Standards,DG-IETF-RFC1256-1991,Core internet protocol standard,RFC 1256,https://www.rfc-editor.org/rfc/rfc1256.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 1257,Isochronous applications do not require jitter-controlled networks,RFC 1257,1991,1991,Information Technology,Internet Standards,DG-IETF-RFC1257-1991,Core internet protocol standard,RFC 1257,https://www.rfc-editor.org/rfc/rfc1257.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 1258,BSD Rlogin,RFC 1258,1991,1991,Information Technology,Internet Standards,DG-IETF-RFC1258-1991,Core internet protocol standard,RFC 1258,https://www.rfc-editor.org/rfc/rfc1258.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 1259,Building the open road: The NREN as test-bed for the national public network,RFC 1259,1991,1991,Information Technology,Internet Standards,DG-IETF-RFC1259-1991,Core internet protocol standard,RFC 1259,https://www.rfc-editor.org/rfc/rfc1259.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 1261,Transition of Nic Services,RFC 1261,1991,1991,Information Technology,Internet Standards,DG-IETF-RFC1261-1991,Core internet protocol standard,RFC 1261,https://www.rfc-editor.org/rfc/rfc1261.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 1262,Guidelines for Internet Measurement Activities,RFC 1262,1991,1991,Information Technology,Internet Standards,DG-IETF-RFC1262-1991,Core internet protocol standard,RFC 1262,https://www.rfc-editor.org/rfc/rfc1262.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 1263,TCP Extensions Considered Harmful,RFC 1263,1991,1991,Information Technology,Internet Standards,DG-IETF-RFC1263-1991,Core internet protocol standard,RFC 1263,https://www.rfc-editor.org/rfc/rfc1263.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 1264,Internet Engineering Task Force Internet Routing Protocol Standardization Criteria,RFC 1264,1991,1991,Information Technology,Internet Standards,DG-IETF-RFC1264-1991,Core internet protocol standard,RFC 1264,https://www.rfc-editor.org/rfc/rfc1264.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 1265,BGP Protocol Analysis,RFC 1265,1991,1991,Information Technology,Internet Standards,DG-IETF-RFC1265-1991,Core internet protocol standard,RFC 1265,https://www.rfc-editor.org/rfc/rfc1265.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 1266,Experience with the BGP Protocol,RFC 1266,1991,1991,Information Technology,Internet Standards,DG-IETF-RFC1266-1991,Core internet protocol standard,RFC 1266,https://www.rfc-editor.org/rfc/rfc1266.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 1267,Border Gateway Protocol 3 (BGP-3),RFC 1267,1991,1991,Information Technology,Internet Standards,DG-IETF-RFC1267-1991,Core internet protocol standard,RFC 1267,https://www.rfc-editor.org/rfc/rfc1267.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 1268,Application of the Border Gateway Protocol in the Internet,RFC 1268,1991,1991,Information Technology,Internet Standards,DG-IETF-RFC1268-1991,Core internet protocol standard,RFC 1268,https://www.rfc-editor.org/rfc/rfc1268.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 1269,Definitions of Managed Objects for the Border Gateway Protocol: Version 3,RFC 1269,1991,1991,Information Technology,Internet Standards,DG-IETF-RFC1269-1991,Core internet protocol standard,RFC 1269,https://www.rfc-editor.org/rfc/rfc1269.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 1270,SNMP Communications Services,RFC 1270,1991,1991,Information Technology,Internet Standards,DG-IETF-RFC1270-1991,Core internet protocol standard,RFC 1270,https://www.rfc-editor.org/rfc/rfc1270.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 1271,Remote Network Monitoring Management Information Base,RFC 1271,1991,1991,Information Technology,Internet Standards,DG-IETF-RFC1271-1991,Core internet protocol standard,RFC 1271,https://www.rfc-editor.org/rfc/rfc1271.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 1272,Internet Accounting: Background,RFC 1272,1991,1991,Information Technology,Internet Standards,DG-IETF-RFC1272-1991,Core internet protocol standard,RFC 1272,https://www.rfc-editor.org/rfc/rfc1272.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 1273,"Measurement Study of Changes in Service-Level Reachability in the Global TCP/IP Internet: Goals, Experimental Design, Implementation, and Policy Considerations",RFC 1273,1991,1991,Information Technology,Internet Standards,DG-IETF-RFC1273-1991,Core internet protocol standard,RFC 1273,https://www.rfc-editor.org/rfc/rfc1273.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 1274,The COSINE and Internet X.500 Schema,RFC 1274,1991,1991,Information Technology,Internet Standards,DG-IETF-RFC1274-1991,Core internet protocol standard,RFC 1274,https://www.rfc-editor.org/rfc/rfc1274.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 1275,Replication Requirements to provide an Internet Directory using X.500,RFC 1275,1991,1991,Information Technology,Internet Standards,DG-IETF-RFC1275-1991,Core internet protocol standard,RFC 1275,https://www.rfc-editor.org/rfc/rfc1275.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 1276,Replication and Distributed Operations extensions to provide an Internet Directory using X.500,RFC 1276,1991,1991,Information Technology,Internet Standards,DG-IETF-RFC1276-1991,Core internet protocol standard,RFC 1276,https://www.rfc-editor.org/rfc/rfc1276.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 1277,Encoding Network Addresses to Support Operation over Non-OSI Lower Layers,RFC 1277,1991,1991,Information Technology,Internet Standards,DG-IETF-RFC1277-1991,Core internet protocol standard,RFC 1277,https://www.rfc-editor.org/rfc/rfc1277.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 1278,A string encoding of Presentation Address,RFC 1278,1991,1991,Information Technology,Internet Standards,DG-IETF-RFC1278-1991,Core internet protocol standard,RFC 1278,https://www.rfc-editor.org/rfc/rfc1278.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 1279,X.500 and Domains,RFC 1279,1991,1991,Information Technology,Internet Standards,DG-IETF-RFC1279-1991,Core internet protocol standard,RFC 1279,https://www.rfc-editor.org/rfc/rfc1279.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 1280,IAB Official Protocol Standards,RFC 1280,1992,1992,Information Technology,Internet Standards,DG-IETF-RFC1280-1992,Core internet protocol standard,RFC 1280,https://www.rfc-editor.org/rfc/rfc1280.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 1281,Guidelines for the Secure Operation of the Internet,RFC 1281,1991,1991,Information Technology,Internet Standards,DG-IETF-RFC1281-1991,Core internet protocol standard,RFC 1281,https://www.rfc-editor.org/rfc/rfc1281.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 1282,BSD Rlogin,RFC 1282,1991,1991,Information Technology,Internet Standards,DG-IETF-RFC1282-1991,Core internet protocol standard,RFC 1282,https://www.rfc-editor.org/rfc/rfc1282.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 1283,SNMP over OSI,RFC 1283,1991,1991,Information Technology,Internet Standards,DG-IETF-RFC1283-1991,Core internet protocol standard,RFC 1283,https://www.rfc-editor.org/rfc/rfc1283.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 1284,Definitions of Managed Objects for the Ethernet-like Interface Types,RFC 1284,1991,1991,Information Technology,Internet Standards,DG-IETF-RFC1284-1991,Core internet protocol standard,RFC 1284,https://www.rfc-editor.org/rfc/rfc1284.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 1285,FDDI Management Information Base,RFC 1285,1992,1992,Information Technology,Internet Standards,DG-IETF-RFC1285-1992,Core internet protocol standard,RFC 1285,https://www.rfc-editor.org/rfc/rfc1285.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 1286,Definitions of Managed Objects for Bridges,RFC 1286,1991,1991,Information Technology,Internet Standards,DG-IETF-RFC1286-1991,Core internet protocol standard,RFC 1286,https://www.rfc-editor.org/rfc/rfc1286.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 1287,Towards the Future Internet Architecture,RFC 1287,1991,1991,Information Technology,Internet Standards,DG-IETF-RFC1287-1991,Core internet protocol standard,RFC 1287,https://www.rfc-editor.org/rfc/rfc1287.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 1288,The Finger User Information Protocol,RFC 1288,1991,1991,Information Technology,Internet Standards,DG-IETF-RFC1288-1991,Core internet protocol standard,RFC 1288,https://www.rfc-editor.org/rfc/rfc1288.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 1289,DECnet Phase IV MIB Extensions,RFC 1289,1991,1991,Information Technology,Internet Standards,DG-IETF-RFC1289-1991,Core internet protocol standard,RFC 1289,https://www.rfc-editor.org/rfc/rfc1289.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 1290,There's Gold in them thar Networks! or Searching for Treasure in all the Wrong Places,RFC 1290,1991,1991,Information Technology,Internet Standards,DG-IETF-RFC1290-1991,Core internet protocol standard,RFC 1290,https://www.rfc-editor.org/rfc/rfc1290.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 1291,Mid-Level Networks Potential Technical Services,RFC 1291,1991,1991,Information Technology,Internet Standards,DG-IETF-RFC1291-1991,Core internet protocol standard,RFC 1291,https://www.rfc-editor.org/rfc/rfc1291.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 1292,A Catalog of Available X.500 Implementations,RFC 1292,1992,1992,Information Technology,Internet Standards,DG-IETF-RFC1292-1992,Core internet protocol standard,RFC 1292,https://www.rfc-editor.org/rfc/rfc1292.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 1293,Inverse Address Resolution Protocol,RFC 1293,1992,1992,Information Technology,Internet Standards,DG-IETF-RFC1293-1992,Core internet protocol standard,RFC 1293,https://www.rfc-editor.org/rfc/rfc1293.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 1294,Multiprotocol Interconnect over Frame Relay,RFC 1294,1992,1992,Information Technology,Internet Standards,DG-IETF-RFC1294-1992,Core internet protocol standard,RFC 1294,https://www.rfc-editor.org/rfc/rfc1294.html,IETF RFC Editor,
