entry_type,meta_layer,issuer,issuer_type,governance_layer,geographic_scope,status,mandate,sector_applicability,standard_id,name_full,name_short,year_published,year_first,domain,sub_domain,sigma_id,why_it_matters,key_outputs,official_url,data_source,notes
Standard,"L3 Society, Governance & Law",ILO,UN Agency,International,Global,Active,Voluntary,Labour and employment,C142,"Human Resources Development Convention, 1975",C142,1975,1975,Labour & Employment,Conventions,LS-ILO-C142-1975,International labour standard setting minimum conditions for workers worldwide,C142,https://www.ilo.org/dyn/normlex/en/f?p=NORMLEXPUB:12100:0::NO::P12100_INSTRUMENT_ID:142,ILO NORMLEX,ILO Convention adopted in 1975
Standard,"L3 Society, Governance & Law",ILO,UN Agency,International,Global,Active,Voluntary,Labour and employment,C145,"Continuity of Employment (Seafarers) Convention, 1976",C145,1976,1976,Labour & Employment,Conventions,LS-ILO-C145-1976,International labour standard setting minimum conditions for workers worldwide,C145,https://www.ilo.org/dyn/normlex/en/f?p=NORMLEXPUB:12100:0::NO::P12100_INSTRUMENT_ID:145,ILO NORMLEX,ILO Convention adopted in 1976
Standard,"L3 Society, Governance & Law",ILO,UN Agency,International,Global,Active,Voluntary,Labour and employment,C146,"Seafarers' Annual Leave with Pay Convention, 1976",C146,1976,1976,Labour & Employment,Conventions,LS-ILO-C146-1976,International labour standard setting minimum conditions for workers worldwide,C146,https://www.ilo.org/dyn/normlex/en/f?p=NORMLEXPUB:12100:0::NO::P12100_INSTRUMENT_ID:146,ILO NORMLEX,ILO Convention adopted in 1976
Standard,"L3 Society, Governance & Law",ILO,UN Agency,International,Global,Active,Voluntary,Labour and employment,C147,"Merchant Shipping (Minimum Standards) Convention, 1976",C147,1976,1976,Labour & Employment,Conventions,LS-ILO-C147-1976,International labour standard setting minimum conditions for workers worldwide,C147,https://www.ilo.org/dyn/normlex/en/f?p=NORMLEXPUB:12100:0::NO::P12100_INSTRUMENT_ID:147,ILO NORMLEX,ILO Convention adopted in 1976
Standard,"L3 Society, Governance & Law",ILO,UN Agency,International,Global,Active,Voluntary,Labour and employment,C148,"Working Environment (Air Pollution, Noise and Vibration) Convention, 1977",C148,1977,1977,Labour & Employment,Conventions,LS-ILO-C148-1977,International labour standard setting minimum conditions for workers worldwide,C148,https://www.ilo.org/dyn/normlex/en/f?p=NORMLEXPUB:12100:0::NO::P12100_INSTRUMENT_ID:148,ILO NORMLEX,ILO Convention adopted in 1977
Standard,"L3 Society, Governance & Law",ILO,UN Agency,International,Global,Active,Voluntary,Labour and employment,C149,"Nursing Personnel Convention, 1977",C149,1977,1977,Labour & Employment,Conventions,LS-ILO-C149-1977,International labour standard setting minimum conditions for workers worldwide,C149,https://www.ilo.org/dyn/normlex/en/f?p=NORMLEXPUB:12100:0::NO::P12100_INSTRUMENT_ID:149,ILO NORMLEX,ILO Convention adopted in 1977
Standard,"L3 Society, Governance & Law",ILO,UN Agency,International,Global,Active,Voluntary,Labour and employment,C150,"Labour Administration Convention, 1978",C150,1978,1978,Labour & Employment,Conventions,LS-ILO-C150-1978,International labour standard setting minimum conditions for workers worldwide,C150,https://www.ilo.org/dyn/normlex/en/f?p=NORMLEXPUB:12100:0::NO::P12100_INSTRUMENT_ID:150,ILO NORMLEX,ILO Convention adopted in 1978
Standard,"L3 Society, Governance & Law",ILO,UN Agency,International,Global,Active,Voluntary,Labour and employment,C151,"Labour Relations (Public Service) Convention, 1978",C151,1978,1978,Labour & Employment,Conventions,LS-ILO-C151-1978,International labour standard setting minimum conditions for workers worldwide,C151,https://www.ilo.org/dyn/normlex/en/f?p=NORMLEXPUB:12100:0::NO::P12100_INSTRUMENT_ID:151,ILO NORMLEX,ILO Convention adopted in 1978
Standard,"L3 Society, Governance & Law",ILO,UN Agency,International,Global,Active,Voluntary,Labour and employment,C152,"Occupational Safety and Health (Dock Work) Convention, 1979",C152,1979,1979,Labour & Employment,Conventions,LS-ILO-C152-1979,International labour standard setting minimum conditions for workers worldwide,C152,https://www.ilo.org/dyn/normlex/en/f?p=NORMLEXPUB:12100:0::NO::P12100_INSTRUMENT_ID:152,ILO NORMLEX,ILO Convention adopted in 1979
Standard,"L3 Society, Governance & Law",ILO,UN Agency,International,Global,Active,Voluntary,Labour and employment,C153,"Hours of Work and Rest Periods (Road Transport) Convention, 1979",C153,1979,1979,Labour & Employment,Conventions,LS-ILO-C153-1979,International labour standard setting minimum conditions for workers worldwide,C153,https://www.ilo.org/dyn/normlex/en/f?p=NORMLEXPUB:12100:0::NO::P12100_INSTRUMENT_ID:153,ILO NORMLEX,ILO Convention adopted in 1979
Standard,"L3 Society, Governance & Law",ILO,UN Agency,International,Global,Active,Voluntary,Labour and employment,C156,"Workers with Family Responsibilities Convention, 1981",C156,1981,1981,Labour & Employment,Conventions,LS-ILO-C156-1981,International labour standard setting minimum conditions for workers worldwide,C156,https://www.ilo.org/dyn/normlex/en/f?p=NORMLEXPUB:12100:0::NO::P12100_INSTRUMENT_ID:156,ILO NORMLEX,ILO Convention adopted in 1981
Standard,"L3 Society, Governance & Law",ILO,UN Agency,International,Global,Active,Voluntary,Labour and employment,C157,"Maintenance of Social Security Rights Convention, 1982",C157,1982,1982,Labour & Employment,Conventions,LS-ILO-C157-1982,International labour standard setting minimum conditions for workers worldwide,C157,https://www.ilo.org/dyn/normlex/en/f?p=NORMLEXPUB:12100:0::NO::P12100_INSTRUMENT_ID:157,ILO NORMLEX,ILO Convention adopted in 1982
Standard,"L3 Society, Governance & Law",ILO,UN Agency,International,Global,Active,Voluntary,Labour and employment,C158,"Termination of Employment Convention, 1982",C158,1982,1982,Labour & Employment,Conventions,LS-ILO-C158-1982,International labour standard setting minimum conditions for workers worldwide,C158,https://www.ilo.org/dyn/normlex/en/f?p=NORMLEXPUB:12100:0::NO::P12100_INSTRUMENT_ID:158,ILO NORMLEX,ILO Convention adopted in 1982
Standard,"L3 Society, Governance & Law",ILO,UN Agency,International,Global,Active,Voluntary,Labour and employment,C159,"Vocational Rehabilitation and Employment (Disabled Persons) Convention, 1983",C159,1983,1983,Labour & Employment,Conventions,LS-ILO-C159-1983,International labour standard setting minimum conditions for workers worldwide,C159,https://www.ilo.org/dyn/normlex/en/f?p=NORMLEXPUB:12100:0::NO::P12100_INSTRUMENT_ID:159,ILO NORMLEX,ILO Convention adopted in 1983
Standard,"L3 Society, Governance & Law",ILO,UN Agency,International,Global,Active,Voluntary,Labour and employment,C160,"Labour Statistics Convention, 1985",C160,1985,1985,Labour & Employment,Conventions,LS-ILO-C160-1985,International labour standard setting minimum conditions for workers worldwide,C160,https://www.ilo.org/dyn/normlex/en/f?p=NORMLEXPUB:12100:0::NO::P12100_INSTRUMENT_ID:160,ILO NORMLEX,ILO Convention adopted in 1985
Standard,"L3 Society, Governance & Law",ILO,UN Agency,International,Global,Active,Voluntary,Labour and employment,C162,"Asbestos Convention, 1986",C162,1986,1986,Labour & Employment,Conventions,LS-ILO-C162-1986,International labour standard setting minimum conditions for workers worldwide,C162,https://www.ilo.org/dyn/normlex/en/f?p=NORMLEXPUB:12100:0::NO::P12100_INSTRUMENT_ID:162,ILO NORMLEX,ILO Convention adopted in 1986
Standard,"L3 Society, Governance & Law",ILO,UN Agency,International,Global,Active,Voluntary,Labour and employment,C163,"Seafarers' Welfare Convention, 1987",C163,1987,1987,Labour & Employment,Conventions,LS-ILO-C163-1987,International labour standard setting minimum conditions for workers worldwide,C163,https://www.ilo.org/dyn/normlex/en/f?p=NORMLEXPUB:12100:0::NO::P12100_INSTRUMENT_ID:163,ILO NORMLEX,ILO Convention adopted in 1987
Standard,"L3 Society, Governance & Law",ILO,UN Agency,International,Global,Active,Voluntary,Labour and employment,C164,"Health Protection and Medical Care (Seafarers) Convention, 1987",C164,1987,1987,Labour & Employment,Conventions,LS-ILO-C164-1987,International labour standard setting minimum conditions for workers worldwide,C164,https://www.ilo.org/dyn/normlex/en/f?p=NORMLEXPUB:12100:0::NO::P12100_INSTRUMENT_ID:164,ILO NORMLEX,ILO Convention adopted in 1987
Standard,"L3 Society, Governance & Law",ILO,UN Agency,International,Global,Active,Voluntary,Labour and employment,C165,"Social Security (Seafarers) Convention (Revised), 1987",C165,1987,1987,Labour & Employment,Conventions,LS-ILO-C165-1987,International labour standard setting minimum conditions for workers worldwide,C165,https://www.ilo.org/dyn/normlex/en/f?p=NORMLEXPUB:12100:0::NO::P12100_INSTRUMENT_ID:165,ILO NORMLEX,ILO Convention adopted in 1987
Standard,"L3 Society, Governance & Law",ILO,UN Agency,International,Global,Active,Voluntary,Labour and employment,C166,"Repatriation of Seafarers Convention (Revised), 1987",C166,1987,1987,Labour & Employment,Conventions,LS-ILO-C166-1987,International labour standard setting minimum conditions for workers worldwide,C166,https://www.ilo.org/dyn/normlex/en/f?p=NORMLEXPUB:12100:0::NO::P12100_INSTRUMENT_ID:166,ILO NORMLEX,ILO Convention adopted in 1987
Standard,"L3 Society, Governance & Law",ILO,UN Agency,International,Global,Active,Voluntary,Labour and employment,C167,"Safety and Health in Construction Convention, 1988",C167,1988,1988,Labour & Employment,Conventions,LS-ILO-C167-1988,International labour standard setting minimum conditions for workers worldwide,C167,https://www.ilo.org/dyn/normlex/en/f?p=NORMLEXPUB:12100:0::NO::P12100_INSTRUMENT_ID:167,ILO NORMLEX,ILO Convention adopted in 1988
Standard,"L3 Society, Governance & Law",ILO,UN Agency,International,Global,Active,Voluntary,Labour and employment,C169,"Indigenous and Tribal Peoples Convention, 1989",C169,1989,1989,Labour & Employment,Conventions,LS-ILO-C169-1989,International labour standard setting minimum conditions for workers worldwide,C169,https://www.ilo.org/dyn/normlex/en/f?p=NORMLEXPUB:12100:0::NO::P12100_INSTRUMENT_ID:169,ILO NORMLEX,ILO Convention adopted in 1989
Standard,"L3 Society, Governance & Law",ILO,UN Agency,International,Global,Active,Voluntary,Labour and employment,C170,"Chemicals Convention, 1990",C170,1990,1990,Labour & Employment,Conventions,LS-ILO-C170-1990,International labour standard setting minimum conditions for workers worldwide,C170,https://www.ilo.org/dyn/normlex/en/f?p=NORMLEXPUB:12100:0::NO::P12100_INSTRUMENT_ID:170,ILO NORMLEX,ILO Convention adopted in 1990
Standard,"L3 Society, Governance & Law",ILO,UN Agency,International,Global,Active,Voluntary,Labour and employment,C171,"Night Work Convention, 1990",C171,1990,1990,Labour & Employment,Conventions,LS-ILO-C171-1990,International labour standard setting minimum conditions for workers worldwide,C171,https://www.ilo.org/dyn/normlex/en/f?p=NORMLEXPUB:12100:0::NO::P12100_INSTRUMENT_ID:171,ILO NORMLEX,ILO Convention adopted in 1990
Standard,"L3 Society, Governance & Law",ILO,UN Agency,International,Global,Active,Voluntary,Labour and employment,C172,"Working Conditions (Hotels and Restaurants) Convention, 1991",C172,1991,1991,Labour & Employment,Conventions,LS-ILO-C172-1991,International labour standard setting minimum conditions for workers worldwide,C172,https://www.ilo.org/dyn/normlex/en/f?p=NORMLEXPUB:12100:0::NO::P12100_INSTRUMENT_ID:172,ILO NORMLEX,ILO Convention adopted in 1991
Standard,"L3 Society, Governance & Law",ILO,UN Agency,International,Global,Active,Voluntary,Labour and employment,C173,"Protection of Workers' Claims (Employer's Insolvency) Convention, 1992",C173,1992,1992,Labour & Employment,Conventions,LS-ILO-C173-1992,International labour standard setting minimum conditions for workers worldwide,C173,https://www.ilo.org/dyn/normlex/en/f?p=NORMLEXPUB:12100:0::NO::P12100_INSTRUMENT_ID:173,ILO NORMLEX,ILO Convention adopted in 1992
Standard,"L3 Society, Governance & Law",ILO,UN Agency,International,Global,Active,Voluntary,Labour and employment,C174,"Prevention of Major Industrial Accidents Convention, 1993",C174,1993,1993,Labour & Employment,Conventions,LS-ILO-C174-1993,International labour standard setting minimum conditions for workers worldwide,C174,https://www.ilo.org/dyn/normlex/en/f?p=NORMLEXPUB:12100:0::NO::P12100_INSTRUMENT_ID:174,ILO NORMLEX,ILO Convention adopted in 1993
Standard,"L3 Society, Governance & Law",ILO,UN Agency,International,Global,Active,Voluntary,Labour and employment,C175,"Part-time Work Convention, 1994",C175,1994,1994,Labour & Employment,Conventions,LS-ILO-C175-1994,International labour standard setting minimum conditions for workers worldwide,C175,https://www.ilo.org/dyn/normlex/en/f?p=NORMLEXPUB:12100:0::NO::P12100_INSTRUMENT_ID:175,ILO NORMLEX,ILO Convention adopted in 1994
Standard,"L3 Society, Governance & Law",ILO,UN Agency,International,Global,Active,Voluntary,Labour and employment,C176,"Safety and Health in Mines Convention, 1995",C176,1995,1995,Labour & Employment,Conventions,LS-ILO-C176-1995,International labour standard setting minimum conditions for workers worldwide,C176,https://www.ilo.org/dyn/normlex/en/f?p=NORMLEXPUB:12100:0::NO::P12100_INSTRUMENT_ID:176,ILO NORMLEX,ILO Convention adopted in 1995
Standard,"L3 Society, Governance & Law",ILO,UN Agency,International,Global,Active,Voluntary,Labour and employment,C177,"Home Work Convention, 1996",C177,1996,1996,Labour & Employment,Conventions,LS-ILO-C177-1996,International labour standard setting minimum conditions for workers worldwide,C177,https://www.ilo.org/dyn/normlex/en/f?p=NORMLEXPUB:12100:0::NO::P12100_INSTRUMENT_ID:177,ILO NORMLEX,ILO Convention adopted in 1996
Standard,"L3 Society, Governance & Law",ILO,UN Agency,International,Global,Active,Voluntary,Labour and employment,C178,"Labour Inspection (Seafarers) Convention, 1996",C178,1996,1996,Labour & Employment,Conventions,LS-ILO-C178-1996,International labour standard setting minimum conditions for workers worldwide,C178,https://www.ilo.org/dyn/normlex/en/f?p=NORMLEXPUB:12100:0::NO::P12100_INSTRUMENT_ID:178,ILO NORMLEX,ILO Convention adopted in 1996
Standard,"L3 Society, Governance & Law",ILO,UN Agency,International,Global,Active,Voluntary,Labour and employment,C179,"Recruitment and Placement of Seafarers Convention, 1996",C179,1996,1996,Labour & Employment,Conventions,LS-ILO-C179-1996,International labour standard setting minimum conditions for workers worldwide,C179,https://www.ilo.org/dyn/normlex/en/f?p=NORMLEXPUB:12100:0::NO::P12100_INSTRUMENT_ID:179,ILO NORMLEX,ILO Convention adopted in 1996
Standard,"L3 Society, Governance & Law",ILO,UN Agency,International,Global,Active,Voluntary,Labour and employment,C180,"Seafarers' Hours of Work and the Manning of Ships Convention, 1996",C180,1996,1996,Labour & Employment,Conventions,LS-ILO-C180-1996,International labour standard setting minimum conditions for workers worldwide,C180,https://www.ilo.org/dyn/normlex/en/f?p=NORMLEXPUB:12100:0::NO::P12100_INSTRUMENT_ID:180,ILO NORMLEX,ILO Convention adopted in 1996
Standard,"L3 Society, Governance & Law",ILO,UN Agency,International,Global,Active,Voluntary,Labour and employment,C181,"Private Employment Agencies Convention, 1997",C181,1997,1997,Labour & Employment,Conventions,LS-ILO-C181-1997,International labour standard setting minimum conditions for workers worldwide,C181,https://www.ilo.org/dyn/normlex/en/f?p=NORMLEXPUB:12100:0::NO::P12100_INSTRUMENT_ID:181,ILO NORMLEX,ILO Convention adopted in 1997
Standard,"L3 Society, Governance & Law",ILO,UN Agency,International,Global,Active,Voluntary,Labour and employment,C184,"Safety and Health in Agriculture Convention, 2001",C184,2001,2001,Labour & Employment,Conventions,LS-ILO-C184-2001,International labour standard setting minimum conditions for workers worldwide,C184,https://www.ilo.org/dyn/normlex/en/f?p=NORMLEXPUB:12100:0::NO::P12100_INSTRUMENT_ID:184,ILO NORMLEX,ILO Convention adopted in 2001
Standard,"L3 Society, Governance & Law",ILO,UN Agency,International,Global,Active,Voluntary,Labour and employment,C185,"Seafarers' Identity Documents Convention (Revised), 2003",C185,2003,2003,Labour & Employment,Conventions,LS-ILO-C185-2003,International labour standard setting minimum conditions for workers worldwide,C185,https://www.ilo.org/dyn/normlex/en/f?p=NORMLEXPUB:12100:0::NO::P12100_INSTRUMENT_ID:185,ILO NORMLEX,ILO Convention adopted in 2003
Standard,"L3 Society, Governance & Law",ILO,UN Agency,International,Global,Active,Voluntary,Labour and employment,C186,"Maritime Labour Convention, 2006",C186,2006,2006,Labour & Employment,Conventions,LS-ILO-C186-2006,International labour standard setting minimum conditions for workers worldwide,C186,https://www.ilo.org/dyn/normlex/en/f?p=NORMLEXPUB:12100:0::NO::P12100_INSTRUMENT_ID:186,ILO NORMLEX,ILO Convention adopted in 2006
Standard,"L3 Society, Governance & Law",ILO,UN Agency,International,Global,Active,Voluntary,Labour and employment,C188,"Work in Fishing Convention, 2007",C188,2007,2007,Labour & Employment,Conventions,LS-ILO-C188-2007,International labour standard setting minimum conditions for workers worldwide,C188,https://www.ilo.org/dyn/normlex/en/f?p=NORMLEXPUB:12100:0::NO::P12100_INSTRUMENT_ID:188,ILO NORMLEX,ILO Convention adopted in 2007
Standard,"L3 Society, Governance & Law",ILO,UN Agency,International,Global,Active,Voluntary,Labour and employment,C189,"Domestic Workers Convention, 2011",C189,2011,2011,Labour & Employment,Conventions,LS-ILO-C189-2011,International labour standard setting minimum conditions for workers worldwide,C189,https://www.ilo.org/dyn/normlex/en/f?p=NORMLEXPUB:12100:0::NO::P12100_INSTRUMENT_ID:189,ILO NORMLEX,ILO Convention adopted in 2011
Standard,"L3 Society, Governance & Law",ILO,UN Agency,International,Global,Active,Voluntary,Labour and employment,C190,"Violence and Harassment Convention, 2019",C190,2019,2019,Labour & Employment,Conventions,LS-ILO-C190-2019,International labour standard setting minimum conditions for workers worldwide,C190,https://www.ilo.org/dyn/normlex/en/f?p=NORMLEXPUB:12100:0::NO::P12100_INSTRUMENT_ID:190,ILO NORMLEX,ILO Convention adopted in 2019
Standard,"L3 Society, Governance & Law",ILO,UN Agency,International,Global,Active,Voluntary,Labour and employment,R001,"Hours of Work (Coal Mines) Recommendation, 1953",R001,1953,1953,Labour & Employment,Recommendations,LS-ILO-R001-1953,International labour standard setting minimum conditions for workers worldwide,R001,https://www.ilo.org/dyn/normlex/en/f?p=NORMLEXPUB:12100:0::NO::P12100_INSTRUMENT_ID:001,ILO NORMLEX,ILO Recommendation adopted in 1953
Standard,"L3 Society, Governance & Law",ILO,UN Agency,International,Global,Active,Voluntary,Labour and employment,R002,"Welfare Facilities Recommendation, 1956",R002,1956,1956,Labour & Employment,Recommendations,LS-ILO-R002-1956,International labour standard setting minimum conditions for workers worldwide,R002,https://www.ilo.org/dyn/normlex/en/f?p=NORMLEXPUB:12100:0::NO::P12100_INSTRUMENT_ID:002,ILO NORMLEX,ILO Recommendation adopted in 1956
Standard,"L3 Society, Governance & Law",ILO,UN Agency,International,Global,Active,Voluntary,Labour and employment,R003,"Paid Educational Leave Recommendation, 1974",R003,1974,1974,Labour & Employment,Recommendations,LS-ILO-R003-1974,International labour standard setting minimum conditions for workers worldwide,R003,https://www.ilo.org/dyn/normlex/en/f?p=NORMLEXPUB:12100:0::NO::P12100_INSTRUMENT_ID:003,ILO NORMLEX,ILO Recommendation adopted in 1974
Standard,"L3 Society, Governance & Law",ILO,UN Agency,International,Global,Active,Voluntary,Labour and employment,R029,"Forced Labour Recommendation, 1930",R029,1930,1930,Labour & Employment,Recommendations,LS-ILO-R029-1930,International labour standard setting minimum conditions for workers worldwide,R029,https://www.ilo.org/dyn/normlex/en/f?p=NORMLEXPUB:12100:0::NO::P12100_INSTRUMENT_ID:029,ILO NORMLEX,ILO Recommendation adopted in 1930
Standard,"L3 Society, Governance & Law",ILO,UN Agency,International,Global,Active,Voluntary,Labour and employment,R035,"Old-Age Insurance (Industry, etc.) Recommendation, 1933",R035,1933,1933,Labour & Employment,Recommendations,LS-ILO-R035-1933,International labour standard setting minimum conditions for workers worldwide,R035,https://www.ilo.org/dyn/normlex/en/f?p=NORMLEXPUB:12100:0::NO::P12100_INSTRUMENT_ID:035,ILO NORMLEX,ILO Recommendation adopted in 1933
Standard,"L3 Society, Governance & Law",ILO,UN Agency,International,Global,Active,Voluntary,Labour and employment,R042,"Employment Service Recommendation, 1935",R042,1935,1935,Labour & Employment,Recommendations,LS-ILO-R042-1935,International labour standard setting minimum conditions for workers worldwide,R042,https://www.ilo.org/dyn/normlex/en/f?p=NORMLEXPUB:12100:0::NO::P12100_INSTRUMENT_ID:042,ILO NORMLEX,ILO Recommendation adopted in 1935
Standard,"L3 Society, Governance & Law",ILO,UN Agency,International,Global,Active,Voluntary,Labour and employment,R044,"Anthrax Prevention Recommendation, 1937",R044,1937,1937,Labour & Employment,Recommendations,LS-ILO-R044-1937,International labour standard setting minimum conditions for workers worldwide,R044,https://www.ilo.org/dyn/normlex/en/f?p=NORMLEXPUB:12100:0::NO::P12100_INSTRUMENT_ID:044,ILO NORMLEX,ILO Recommendation adopted in 1937
Standard,"L3 Society, Governance & Law",ILO,UN Agency,International,Global,Active,Voluntary,Labour and employment,R046,"Protection against Accidents (Dockers) Recommendation (Revised), 1932",R046,1932,1932,Labour & Employment,Recommendations,LS-ILO-R046-1932,International labour standard setting minimum conditions for workers worldwide,R046,https://www.ilo.org/dyn/normlex/en/f?p=NORMLEXPUB:12100:0::NO::P12100_INSTRUMENT_ID:046,ILO NORMLEX,ILO Recommendation adopted in 1932
Standard,"L3 Society, Governance & Law",ILO,UN Agency,International,Global,Active,Voluntary,Labour and employment,R047,"Protection of Young Workers (Non-Industrial Occupations) Recommendation, 1937",R047,1937,1937,Labour & Employment,Recommendations,LS-ILO-R047-1937,International labour standard setting minimum conditions for workers worldwide,R047,https://www.ilo.org/dyn/normlex/en/f?p=NORMLEXPUB:12100:0::NO::P12100_INSTRUMENT_ID:047,ILO NORMLEX,ILO Recommendation adopted in 1937
Standard,"L3 Society, Governance & Law",ILO,UN Agency,International,Global,Active,Voluntary,Labour and employment,R048,"Protection of Young Workers (Industry) Recommendation, 1937",R048,1937,1937,Labour & Employment,Recommendations,LS-ILO-R048-1937,International labour standard setting minimum conditions for workers worldwide,R048,https://www.ilo.org/dyn/normlex/en/f?p=NORMLEXPUB:12100:0::NO::P12100_INSTRUMENT_ID:048,ILO NORMLEX,ILO Recommendation adopted in 1937
Standard,"L3 Society, Governance & Law",ILO,UN Agency,International,Global,Active,Voluntary,Labour and employment,R049,"Hours of Work (Hotels and Restaurants) Recommendation, 1937",R049,1937,1937,Labour & Employment,Recommendations,LS-ILO-R049-1937,International labour standard setting minimum conditions for workers worldwide,R049,https://www.ilo.org/dyn/normlex/en/f?p=NORMLEXPUB:12100:0::NO::P12100_INSTRUMENT_ID:049,ILO NORMLEX,ILO Recommendation adopted in 1937
Standard,"L3 Society, Governance & Law",ILO,UN Agency,International,Global,Active,Voluntary,Labour and employment,R050,"Protection of Young Workers (Sea) Recommendation, 1936",R050,1936,1936,Labour & Employment,Recommendations,LS-ILO-R050-1936,International labour standard setting minimum conditions for workers worldwide,R050,https://www.ilo.org/dyn/normlex/en/f?p=NORMLEXPUB:12100:0::NO::P12100_INSTRUMENT_ID:050,ILO NORMLEX,ILO Recommendation adopted in 1936
Standard,"L3 Society, Governance & Law",ILO,UN Agency,International,Global,Active,Voluntary,Labour and employment,R051,"Minimum Wage Fixing Machinery Recommendation, 1928",R051,1928,1928,Labour & Employment,Recommendations,LS-ILO-R051-1928,International labour standard setting minimum conditions for workers worldwide,R051,https://www.ilo.org/dyn/normlex/en/f?p=NORMLEXPUB:12100:0::NO::P12100_INSTRUMENT_ID:051,ILO NORMLEX,ILO Recommendation adopted in 1928
Standard,"L3 Society, Governance & Law",ILO,UN Agency,International,Global,Active,Voluntary,Labour and employment,R052,"Profit Sharing Recommendation, 1951",R052,1951,1951,Labour & Employment,Recommendations,LS-ILO-R052-1951,International labour standard setting minimum conditions for workers worldwide,R052,https://www.ilo.org/dyn/normlex/en/f?p=NORMLEXPUB:12100:0::NO::P12100_INSTRUMENT_ID:052,ILO NORMLEX,ILO Recommendation adopted in 1951
Standard,"L3 Society, Governance & Law",ILO,UN Agency,International,Global,Active,Voluntary,Labour and employment,R053,"Co-operation (Developing Countries) Recommendation, 1962",R053,1962,1962,Labour & Employment,Recommendations,LS-ILO-R053-1962,International labour standard setting minimum conditions for workers worldwide,R053,https://www.ilo.org/dyn/normlex/en/f?p=NORMLEXPUB:12100:0::NO::P12100_INSTRUMENT_ID:053,ILO NORMLEX,ILO Recommendation adopted in 1962
Standard,"L3 Society, Governance & Law",ILO,UN Agency,International,Global,Active,Voluntary,Labour and employment,R054,"Social Aspects of Housing Recommendation, 1968",R054,1968,1968,Labour & Employment,Recommendations,LS-ILO-R054-1968,International labour standard setting minimum conditions for workers worldwide,R054,https://www.ilo.org/dyn/normlex/en/f?p=NORMLEXPUB:12100:0::NO::P12100_INSTRUMENT_ID:054,ILO NORMLEX,ILO Recommendation adopted in 1968
Standard,"L3 Society, Governance & Law",ILO,UN Agency,International,Global,Active,Voluntary,Labour and employment,R056,"Reduction of Hours of Work Recommendation, 1962",R056,1962,1962,Labour & Employment,Recommendations,LS-ILO-R056-1962,International labour standard setting minimum conditions for workers worldwide,R056,https://www.ilo.org/dyn/normlex/en/f?p=NORMLEXPUB:12100:0::NO::P12100_INSTRUMENT_ID:056,ILO NORMLEX,ILO Recommendation adopted in 1962
Standard,"L3 Society, Governance & Law",ILO,UN Agency,International,Global,Active,Voluntary,Labour and employment,R058,"Vocational Training Recommendation, 1962",R058,1962,1962,Labour & Employment,Recommendations,LS-ILO-R058-1962,International labour standard setting minimum conditions for workers worldwide,R058,https://www.ilo.org/dyn/normlex/en/f?p=NORMLEXPUB:12100:0::NO::P12100_INSTRUMENT_ID:058,ILO NORMLEX,ILO Recommendation adopted in 1962
Standard,"L3 Society, Governance & Law",ILO,UN Agency,International,Global,Active,Voluntary,Labour and employment,R060,"Termination of Employment Recommendation, 1963",R060,1963,1963,Labour & Employment,Recommendations,LS-ILO-R060-1963,International labour standard setting minimum conditions for workers worldwide,R060,https://www.ilo.org/dyn/normlex/en/f?p=NORMLEXPUB:12100:0::NO::P12100_INSTRUMENT_ID:060,ILO NORMLEX,ILO Recommendation adopted in 1963
Standard,"L3 Society, Governance & Law",ILO,UN Agency,International,Global,Active,Voluntary,Labour and employment,R061,"Minimum Wage Fixing Recommendation, 1970",R061,1970,1970,Labour & Employment,Recommendations,LS-ILO-R061-1970,International labour standard setting minimum conditions for workers worldwide,R061,https://www.ilo.org/dyn/normlex/en/f?p=NORMLEXPUB:12100:0::NO::P12100_INSTRUMENT_ID:061,ILO NORMLEX,ILO Recommendation adopted in 1970
Standard,"L3 Society, Governance & Law",ILO,UN Agency,International,Global,Active,Voluntary,Labour and employment,R062,"Older Workers Recommendation, 1980",R062,1980,1980,Labour & Employment,Recommendations,LS-ILO-R062-1980,International labour standard setting minimum conditions for workers worldwide,R062,https://www.ilo.org/dyn/normlex/en/f?p=NORMLEXPUB:12100:0::NO::P12100_INSTRUMENT_ID:062,ILO NORMLEX,ILO Recommendation adopted in 1980
Standard,"L3 Society, Governance & Law",ILO,UN Agency,International,Global,Active,Voluntary,Labour and employment,R063,"Vocational Rehabilitation and Employment (Disabled Persons) Recommendation, 1955",R063,1955,1955,Labour & Employment,Recommendations,LS-ILO-R063-1955,International labour standard setting minimum conditions for workers worldwide,R063,https://www.ilo.org/dyn/normlex/en/f?p=NORMLEXPUB:12100:0::NO::P12100_INSTRUMENT_ID:063,ILO NORMLEX,ILO Recommendation adopted in 1955
Standard,"L3 Society, Governance & Law",ILO,UN Agency,International,Global,Active,Voluntary,Labour and employment,R065,"Workers' Housing Recommendation, 1961",R065,1961,1961,Labour & Employment,Recommendations,LS-ILO-R065-1961,International labour standard setting minimum conditions for workers worldwide,R065,https://www.ilo.org/dyn/normlex/en/f?p=NORMLEXPUB:12100:0::NO::P12100_INSTRUMENT_ID:065,ILO NORMLEX,ILO Recommendation adopted in 1961
