identifier,parent,titleEn,titleFr,scopeEn,scopeFr
"61.020","61","Clothes","Vêtements","Including underwear, nightwear, knitwear, military clothing, hosiery, etc. and their labelling and size coding schemes","Y compris sous-vêtements, vêtements de nuit, tricot, vêtements militaires, bonneterie, etc. et leur étiquetage et modes de codage des tailles"
"61.040","61","Headgear. Clothing accessories. Fastening of clothing","Coiffures. Accessoires d'habillage. Dispositif de fermeture","Including ties, gloves, scarves, handkerchiefs, belts, braces, buttons, zip-fasteners, umbrellas, etc.","Y compris cravates, gants, foulards, mouchoirs, ceintures, bretelles, boutons, fermetures à glissière, boucles, parapluies, etc."
"61.060","61","Footwear","Chaussures","Including shoelaces","Y compris lacets de chaussures"
"61.080","61","Sewing machines and other equipment for the clothing industry","Machines à coudre et autres matériels pour l'industrie du vêtement","Including household sewing machines","Y compris machines à coudre domestiques"
"65.020","65","Farming and forestry","Agriculture et sylviculture",,
"65.040","65","Farm buildings, structures and installations","Bâtiments, structures et installations agricoles",,
"65.060","65","Agricultural machines, implements and equipment","Machines, instruments et matériel à usage agricole",,
"65.080","65","Fertilizers","Engrais","Including soil conditioners and culture medium","Y compris amendements et supports de culture"
"65.100","65","Pesticides and other agrochemicals","Pesticides et autres produits agropharmaceutiques",,
"65.120","65","Animal feeding stuffs","Aliments des animaux",,
"65.140","65","Beekeeping","Apiculture","Including equipment and installations for beekeeping","Y compris équipements et installations correspondants"
"65.145","65","Hunting","Chasse","Including equipment and installations for hunting","Y compris équipements et installations correspondants"
"65.150","65","Fishing and fish breeding","Pêche et aquaculture","Including hunting of marine mammals and reptiles, collection and breeding of aquatic molluscs and other marine products, equipment and installations for fishing and fish breeding, etc.","Y compris chasse des mammifères et des reptiles marins, collecte et élevage des mollusques aquatiques et des autres produits de la mer, équipements et installations pour la pêche et l'aquaculture, etc."
"65.160","65","Tobacco, tobacco products and related equipment","Tabac, produits du tabac et équipements connexes",,
"67.020","67","Processes in the food industry","Procédés dans l'industrie alimentaire","Including food hygiene and food safety","Y compris hygiène et sécurité alimentaires"
"67.040","67","Food products in general","Produits alimentaires en général",,
"67.050","67","General methods of tests and analysis for food products","Méthodes générales d'analyse et d'essai des produits alimentaires",,
"67.060","67","Cereals, pulses and derived products","Céréales, légumineuses et produits dérivés","Including grains, corn, flours, baked products, etc.","Y compris semences, grains, farines, produits de boulangerie, etc."
"67.080","67","Fruits. Vegetables","Fruits. Légumes","Including canned, dried and quick-frozen fruits and vegetables","Y compris fruits et légumes en conserve, séchés ou congelés"
"67.100","67","Milk and milk products","Lait et produits laitiers",,
"67.120","67","Meat, meat products and other animal produce","Viande, produits à base de viande ou d'origine animale","Including frozen products","Y compris produits congelés"
"67.140","67","Tea. Coffee. Cocoa","Thé. Café. Cacao",,
"67.160","67","Beverages","Boissons",,
"67.180","67","Sugar. Sugar products. Starch","Sucre. Produits sucrés. Amidon",,
"67.190","67","Chocolate","Chocolat",,
"67.200","67","Edible oils and fats. Oilseeds","Huiles et corps gras comestibles. Graines oléagineuses",,
"67.220","67","Spices and condiments. Food additives","Épices et condiments. Additifs alimentaires",,
"67.230","67","Prepackaged and prepared foods","Aliments pré-emballés et cuisinés","Including baby food","Y compris aliments infantiles"
"67.240","67","Sensory analysis","Analyse sensorielle",,
"67.250","67","Materials and articles in contact with foodstuffs","Matériaux et articles au contact des aliments","Including catering containers, and materials and articles in contact with drinking water","Y compris bacs pour la cuisine et le transport de nourriture et matériaux et articles au contact de l'eau potable"
"67.260","67","Plants and equipment for the food industry","Installation et matériel pour l'industrie alimentaire",,
"71.020","71","Production in the chemical industry","Production dans l'industrie chimique","Including plant layout and services, process design and control, processing operations, security measures, etc.","Y compris agencement et services de l'usine, conception et contrôle des processus, opérations de traitement, mesures de sécurité, etc."
"71.040","71","Analytical chemistry","Chimie analytique",,
"71.060","71","Inorganic chemicals","Chimie minérale",,
"71.080","71","Organic chemicals","Chimie organique",,
"71.100","71","Products of the chemical industry","Produits de l'industrie chimique",,
"71.120","71","Equipment for the chemical industry","Matériel pour l'industrie chimique",,
"73.020","73","Mining and quarrying","Exploitation minière et de carrière","Including exploration, opening-up, development, working of mineral deposits, drilling, construction of mines, mining operations, processing of minerals, etc.","Y compris prospection, exploitation des gisements, forage, construction des mines, traitement des minerais, etc."
"73.040","73","Coals","Charbon","Including lignites","Y compris lignites"
"73.060","73","Metalliferous minerals and their concentrates","Minerais métallifères et leurs concentrés",,
"73.080","73","Non-metalliferous minerals","Minerais non métallifères","Including mica, fluorspar, etc.","Y compris mica, spathfluor, etc."
"73.100","73","Mining equipment","Matériel pour exploitation minière",,
"73.120","73","Equipment for processing of minerals","Matériel pour le traitement des minerais","Including equipment for milling, sizing, separation, flotation, concentration, etc.","Y compris matériel de broyage, de calibrage, de séparation, de flottation, de concentration, etc."
"75.020","75","Extraction and processing of petroleum and natural gas","Extraction et traitement du pétrole et du gaz naturel",,
"75.040","75","Crude petroleum","Pétrole brut",,
"75.060","75","Natural gas","Gaz naturel",,
"75.080","75","Petroleum products in general","Produits pétroliers en général",,
"75.100","75","Lubricants, industrial oils and related products","Lubrifiants, huiles industrielles et produits connexes","Including mineral oils, fluids for metal working and for temporary protection against corrosion","Y compris huiles minérales, fluides pour le travail du métal et pour la protection temporaire contre la corrosion"
"75.120","75","Hydraulic fluids","Fluides hydrauliques",,
"75.140","75","Waxes, bituminous materials and other petroleum products","Cires, produits bitumineux et autres produits pétroliers",,
"75.160","75","Fuels","Combustibles",,
"75.180","75","Equipment for petroleum and natural gas industries","Équipement pour les industries du pétrole et du gaz naturel",,
"75.200","75","Petroleum products and natural gas handling equipment","Équipement de transport du pétrole, des produits pétroliers et du gaz naturel","Including petroleum and natural gas storage devices, distribution systems, pipelines, petrol stations, dispensing devices, etc.","Y compris dispositifs de stockage du pétrole et du gaz naturel, systèmes et appareils de distribution, canalisations de transport, stations-service, appareils de distribution, etc."
"77.020","77","Production of metals","Production des métaux",,
"77.040","77","Testing of metals","Essais des métaux",,
"77.060","77","Corrosion of metals","Corrosion des métaux",,
"77.080","77","Ferrous metals","Métaux ferreux","Including classification, designation, sampling, chemical analysis, etc.","Y compris classification, désignation, échantillonnage, analyse chimique, etc."
"77.100","77","Ferroalloys","Ferro-alliages","Including classification, designation, sampling, chemical analysis, etc.","Y compris classification, désignation, échantillonnage, analyse chimique, etc."
"77.120","77","Non-ferrous metals","Métaux non ferreux","Including classification, designation, sampling, chemical analysis, etc.","Y compris classification, désignation, échantillonnage, analyse chimique, etc."
"77.140","77","Iron and steel products","Produits en fonte et produits en acier",,
"77.150","77","Products of non-ferrous metals","Produits en métaux non ferreux","Including products of non-ferrous metal alloys","Y compris produits en alliages de métaux non ferreux"
"77.160","77","Powder metallurgy","Métallurgie des poudres","Including sintered metal materials and hard metals","Y compris matériaux métalliques frittés et métaux durs"
"77.180","77","Equipment for the metallurgical industry","Équipement pour l'industrie métallurgique",,
"79.020","79","Wood technology processes","Procédés technologiques du bois","Including logging and wood treatment","Y compris bûcheronnage et traitement du bois"
"79.040","79","Wood, sawlogs and sawn timber","Bois, grumes à sciages et bois sciés",,
"79.060","79","Wood-based panels","Panneaux à base de bois",,
"79.080","79","Semi-manufactures of timber","Bois semi-manufacturés","Including parquet, wood paving, handles, etc.","Y compris parquet, pavages en bois, manches d'outils, etc."
"79.100","79","Cork and cork products","Liège et produits en liège",,
"79.120","79","Woodworking equipment","Matériel pour le travail du bois",,
"81.020","81","Processes in the glass and ceramics industries","Procédés des industries du verre et de la céramique",,
"81.040","81","Glass","Verre",,
"81.060","81","Ceramics","Céramiques","Including glass-ceramics","Y compris vitro-céramiques"
"81.080","81","Refractories","Matériaux réfractaires","Including ceramic refractories","Y compris réfractaires à base de céramiques"
"81.100","81","Equipment for the glass and ceramics industries","Matériel pour les industries du verre et de la céramique",,
"83.020","83","Manufacturing processes in the rubber and plastics industries","Procédés de fabrication dans les industries des élastomères et des plastiques",,
"83.040","83","Raw materials for rubber and plastics","Matières premières pour les élastomères et les plastiques",,
"83.060","83","Rubber","Élastomères",,
"83.080","83","Plastics","Plastiques",,
"83.100","83","Cellular materials","Matériaux alvéolaires",,
"83.120","83","Reinforced plastics","Plastiques renforcés",,
"83.140","83","Rubber and plastics products","Produits en élastomères ou en matières plastiques",,
"83.160","83","Tyres","Pneumatiques","Including tubes and valves","Y compris chambres à air et valves"
"83.180","83","Adhesives","Adhésifs","Including adhesive tapes","Y compris rubans adhésifs"
"83.200","83","Equipment for the rubber and plastics industries","Équipement pour les industries des élastomères et des plastiques",,
"85.020","85","Paper production processes","Procédés de production du papier","Including paper recycling","Y compris recyclage du papier"
"85.040","85","Pulps","Pâtes à papier",,
"85.060","85","Paper and board","Papiers et cartons",,
"85.080","85","Paper products","Produits en papier","Including paper based stationery","Y compris articles de papeterie"
"85.100","85","Equipment for the paper industry","Équipement pour l'industrie papetière",,
"87.020","87","Paint coating processes","Procédés de revêtement par peinturage",,
"87.040","87","Paints and varnishes","Peintures et vernis","Including coating powders, paint coatings and protective paint systems","Y compris poudres pour revêtements, surfaces peintes et systèmes de peinture anticorrosion"
"87.060","87","Paint ingredients","Ingrédients des peintures",,
"87.080","87","Inks. Printing inks","Encres. Encres d'imprimerie",,
"87.100","87","Paint coating equipment","Équipement d'application de la peinture",,
"91.010","91","Construction industry","Industrie de la construction",,
"91.020","91","Physical planning. Town planning","Aménagement. Urbanisme",,
"91.040","91","Buildings","Bâtiments",,
"91.060","91","Elements of buildings","Éléments de construction",,
"91.080","91","Structures of buildings","Structures de construction","Including design, loading on and calculation of structures","Y compris conception, charges permanentes et d'exploitation, règles de calcul des structures"
"91.090","91","External structures","Structures extérieures","Including fences, gates, arches, sheds, garages, etc.","Y compris clôtures, portails, arches, hangars, garages, etc."
"91.100","91","Construction materials","Matériaux de construction","Including sustainability of construction materials","Y compris la durabilité des matériaux de construction"
"91.120","91","Protection of and in buildings","Protection extérieure et intérieure des bâtiments",,
"91.140","91","Installations in buildings","Installations dans les bâtiments",,
"91.160","91","Lighting","Éclairage","Including oil and gas lamps","Y compris lampes à huile et à gaz"
"91.180","91","Interior finishing","Finitions intérieures",,
"91.190","91","Building accessories","Accessoires pour le bâtiment","Including locks, buzzers, bells, bolts, door and window hardware, etc.","Y compris serrures, sonnettes, carillons, verrous, quincaillerie pour les portes et fenêtres, etc."
"91.200","91","Construction technology","Techniques de construction","Including measuring methods, construction sites, demolition of structures, etc.","Y compris méthodes de mesure, chantiers, démolition des structures, etc."
"91.220","91","Construction equipment","Matériel de construction","Including scaffolding, mixers for concrete and mortar, etc.","Y compris échafaudages, mélangeurs à béton et mortier, etc."
"93.010","93","Civil engineering in general","Génie civil en général",,
"93.020","93","Earthworks. Excavations. Foundation construction. Underground works","Travaux de terrassement. Excavation. Fondation. Travaux en souterrain","Including geotechnics","Y compris géotechnique"
"93.025","93","External water conveyance systems","Systèmes externes d'adduction d'eau","Including buried and above ground installations","Y compris installations aériennes et enterrées"
"93.030","93","External sewage systems","Systèmes externes d'évacuation des eaux usées",,
"93.040","93","Bridge construction","Construction des ponts",,
"93.060","93","Tunnel construction","Construction des tunnels",,
"93.080","93","Road engineering","Génie routier",,
"93.100","93","Construction of railways","Construction ferroviaire","Including the construction of tramways, funicular railways, cableways, rail traffic control equipment and installations, etc.","Y compris constructions pour tramways, funiculaires, téléphériques, installations et équipements de régulation du trafic ferroviaire, etc."
"93.110","93","Construction of ropeways","Construction des télésièges",,
"93.120","93","Construction of airports","Construction des aéroports","Including air transport control equipment and installations","Y compris installations et matériel de régulation du transport aérien"
"93.140","93","Construction of waterways, ports and dykes","Construction des canaux des ports et des digues","Including river embankments, water transport control equipment and installations, etc.","Y compris endiguements, installations et matériel de régulation du transport maritime et fluvial, etc."
"93.160","93","Hydraulic construction","Construction hydraulique",,
"95.020","95","Military in general","Affaires militaires en général","Including defense procurement, defense standardization, etc.","Y compris les acquisitions de systèmes de défense, la normalisation dans le domaine de la défense, etc."
"95.040","95","Military engineering","Génie militaire",,
"95.060","95","Weapons","Systèmes d’armes",,
"97.020","97","Home economics in general","Économie domestique en général","Including consumer information","Y compris information des consommateurs"
"97.030","97","Domestic electrical appliances in general","Appareils électrodomestiques en général","Including water-bed heaters and electric blankets","Y compris dispositifs de chauffage des lits à eau et couvertures chauffantes"
"97.040","97","Kitchen equipment","Équipements de cuisine",,
"97.060","97","Laundry appliances","Équipements de blanchisserie","Including washing-machines, dry-cleaners, driers, ironing and pressing appliances, etc.","Y compris machines à laver, appareils de nettoyage à sec, séchoirs, appareils de repassage et de pressage, etc."
"97.080","97","Cleaning appliances","Appareils de nettoyage des sols","Including vacuum cleaners, floor-cleaning machines, floor polishers, steam cleaners, pressure cleaners, hand operated cleaners, etc.","Y compris aspirateurs, machines à nettoyer les sols, cireuses, appareils de nettoyage à vapeur, nettoyeurs haute pression, nettoyeurs à main, etc."
"97.100","97","Domestic, commercial and industrial heating appliances","Appareils de chauffage à usage domestique, industriel et commercial","Including thermal storage room heating appliances","Y compris appareils de chauffage des locaux à accumulation"
"97.120","97","Automatic controls for household use","Commandes automatiques à usage domestique",,
"97.130","97","Shop fittings","Aménagement des magasins",,
"97.140","97","Furniture","Ameublement","Including upholstery, mattresses, office furniture, school furniture, etc.","Y compris tapisserie d'ameublement, matelas, mobilier de bureau, mobilier scolaire, etc."
"97.145","97","Ladders","Echelles",,
"97.150","97","Floor coverings","Revêtements de sol",,
"97.160","97","Home textiles. Linen","Textiles de maison. Linge","Including duvets, blankets, bedding","Y compris duvets, couvertures, literie"
"97.170","97","Body care equipment","Équipements pour les soins du corps","Including hair-driers, razors, shavers, toothbrushes, massage appliances, radiation skin treatment appliances, etc.","Y compris sèche-cheveux, rasoirs, brosses à dents, appareils de massage, appareils de traitement de la peau par rayonnement, etc."
"97.180","97","Miscellaneous domestic and commercial equipment","Équipements ménagers et commerciaux divers","Including scissors, aquarium equipment, articles for domestic animals, battery chargers, mops, insect electrocutors, lighters, matches, paper clips, pens, pencils, etc.","Y compris ciseaux, équipements pour les aquariums, articles pour les animaux domestiques, chargeurs de batteries, balais, électrocuteurs d'insectes, briquets, allumettes, trombones, stylos, crayons, etc."
"97.190","97","Equipment for children","Équipements pour les enfants","Including child safety requirements for other household equipment","Y compris les exigences en matière de sécurité des enfants pour les équipements domestiques"
"97.195","97","Items of art and handicrafts. Cultural property and heritage","Objets d'art et produits de l'industrie artisanale. Biens culturels et patrimoine culturel","Including conservation of collections and equipment and materials for creating items of art and handicrafts","Y compris la conservation des collections, les matériaux et matériels utilisés pour la création des objets d'art et des produits de l'industrie artisanale"
"97.200","97","Equipment for entertainment","Équipements de loisirs",,
"97.220","97","Sports equipment and facilities","Équipements et installations de sports",,
"01.040.01","01.040","Generalities. Terminology. Standardization. Documentation (Vocabularies)","Généralités. Terminologie. Normalisation. Documentation (Vocabulaires)",,
"01.040.03","01.040","Services. Company organization, management and quality. Administration. Transport. Sociology. (Vocabularies)","Services. Organisation de l'entreprise. Gestion et qualité. Administration. Transport. Sociologie. (Vocabulaires)",,
"01.040.07","01.040","Natural and applied sciences (Vocabularies)","Sciences naturelles et sciences appliquées (Vocabulaires)",,
"01.040.11","01.040","Health care technology (Vocabularies)","Technologies de la santé (Vocabulaires)",,
"01.040.13","01.040","Environment. Health protection. Safety (Vocabularies)","Environnement. Protection de la santé. Sécurité (Vocabulaires)",,
"01.040.17","01.040","Metrology and measurement. Physical phenomena (Vocabularies)","Métrologie et mesurage. Phénomènes physiques (Vocabulaires)",,
"01.040.19","01.040","Testing (Vocabularies)","Essais (Vocabulaires)",,
"01.040.21","01.040","Mechanical systems and components for general use (Vocabularies)","Systèmes et composants mécaniques à usage général (Vocabulaires)",,
"01.040.23","01.040","Fluid systems and components for general use (Vocabularies)","Fluidique et composants à usage général (Vocabulaires)",,
"01.040.25","01.040","Manufacturing engineering (Vocabularies)","Techniques de fabrication (Vocabulaires)",,
"01.040.27","01.040","Energy and heat transfer engineering (Vocabularies)","Ingénierie de l'énergie et de la transmission de la chaleur (Vocabulaires)",,
"01.040.29","01.040","Electrical engineering (Vocabularies)","Électrotechnique (Vocabulaires)",,
"01.040.31","01.040","Electronics (Vocabularies)","Électronique (Vocabulaires)",,
"01.040.33","01.040","Telecommunications. Audio and video engineering (Vocabularies)","Télécommunications. Techniques audio et vidéo (Vocabulaires)",,
"01.040.35","01.040","Information technology (Vocabularies)","Technologies de l'information (Vocabulaires)",,
"01.040.37","01.040","Image technology (Vocabularies)","Technologie de l'image (Vocabulaires)",,
"01.040.39","01.040","Precision mechanics. Jewellery (Vocabularies)","Mécanique de précision. Bijouterie (Vocabulaires)",,
"01.040.43","01.040","Road vehicle engineering (Vocabularies)","Véhicules routiers (Vocabulaires)",,
"01.040.45","01.040","Railway engineering (Vocabularies)","Chemins de fer (Vocabulaires)",,
"01.040.47","01.040","Shipbuilding and marine structures (Vocabularies)","Construction navale et structure maritimes (Vocabulaires)",,
"01.040.49","01.040","Aircraft and space vehicle engineering (Vocabularies)","Aéronautique et espace (Vocabulaires)",,
"01.040.53","01.040","Materials handling equipment (Vocabularies)","Matériel de manutention des matériaux (Vocabulaires)",,
"01.040.55","01.040","Packaging and distribution of goods (Vocabularies)","Emballage et distribution des marchandises (Vocabulaires)",,
"01.040.59","01.040","Textile and leather technology (Vocabularies)","Industrie textile et technologie du cuir (Vocabulaires)",,
"01.040.61","01.040","Clothing industry (Vocabularies)","Industrie du vêtement (Vocabulaires)",,
"01.040.65","01.040","Agriculture (Vocabularies)","Agriculture (Vocabulaires)",,
"01.040.67","01.040","Food technology (Vocabularies)","Technologie alimentaire (Vocabulaires)",,
"01.040.71","01.040","Chemical technology (Vocabularies)","Génie chimique (Vocabulaires)",,
"01.040.73","01.040","Mining and minerals (Vocabularies)","Mines et minerais (Vocabulaires)",,
"01.040.75","01.040","Petroleum and related technologies (Vocabularies)","Industrie du pétrole et technologies associées (Vocabulaires)",,
"01.040.77","01.040","Metallurgy (Vocabularies)","Métallurgie (Vocabulaires)",,
"01.040.79","01.040","Wood technology (Vocabularies)","Technologie du bois (Vocabulaires)",,
"01.040.81","01.040","Glass and ceramics industries (Vocabularies)","Industries du verre et de la céramique (Vocabulaires)",,
"01.040.83","01.040","Rubber and plastics industries (Vocabularies)","Industries des élastomères et des plastiques (Vocabulaires)",,
"01.040.85","01.040","Paper technology (Vocabularies)","Technologie du papier (Vocabulaires)",,
"01.040.87","01.040","Paint and colour industries (Vocabularies)","Industries des peintures et des couleurs (Vocabulaires)",,
"01.040.91","01.040","Construction materials and building (Vocabularies)","Bâtiment et matériaux de construction (Vocabulaires)",,
"01.040.93","01.040","Civil engineering (Vocabularies)","Génie civil (Vocabulaires)",,
"01.040.95","01.040","Military Affairs. Military engineering. Weapons (Vocabularies)","Affaires militaires. Génie militaire. Armes (Vocabulaires)",,
"01.040.97","01.040","Domestic and commercial equipment. Entertainment. Sports (Vocabularies)","Équipement ménager et commercial. Loisirs. Sports (Vocabulaires)",,
"01.080.01","01.080","Graphical symbols in general","Symboles graphiques en général",,
"01.080.10","01.080","Public information symbols. Signs. Plates. Labels","Symboles graphiques destinés à l'information du public","Including safety signs, safety colours, etc.","Y compris les signaux de sécurité, les couleurs de sécurité, etc."
"01.080.20","01.080","Graphical symbols for use on specific equipment","Symboles graphiques utilisés sur des équipements spécifiques",,
"01.080.30","01.080","Graphical symbols for use on mechanical engineering and construction drawings, diagrams, plans, maps and in relevant technical product documentation","Symboles graphiques utilisés dans les dessins, schémas, plans, cartes de construction mécanique et de bâtiment et dans la documentation technique des produits s'y rapportant",,
"01.080.40","01.080","Graphical symbols for use on electrical and electronics engineering drawings, diagrams, charts and in relevant technical product documentation","Symboles graphiques utilisés dans les dessins, diagrammes, tableaux d'électronique et d'électrotechnique et dans la documentation technique des produits s'y rapportant",,
"01.080.50","01.080","Graphical symbols for use on information technology and telecommunications technical drawings and in relevant technical product documentation","Symboles graphiques utilisés dans les dessins techniques en technologies de l'information et de télécommunications et dans la documentation technique des produits s'y rapportant",,
"01.080.99","01.080","Other graphical symbols","Autres symboles graphiques",,
"01.100.01","01.100","Technical drawings in general","Dessins techniques en général",,
"01.100.20","01.100","Mechanical engineering drawings","Dessins de construction mécanique",,
"01.100.25","01.100","Electrical and electronics engineering drawings","Dessins d'électronique et d'électrotechnique","Including electrical tables, diagrams and charts","Y compris les diagrammes et les schémas électriques"
"01.100.27","01.100","Technical drawings for telecommunications and information technology fields","Dessins utilisés dans les domaines des télécommunications et du traitement de l'information",,
"01.100.30","01.100","Construction drawings","Dessins de bâtiment","Including civil engineering drawings","Y compris dessins de génie civil"
"01.100.40","01.100","Drawing equipment","Matériel de dessin",,
"01.100.99","01.100","Other standards related to technical drawings","Autres normes relatives aux dessins techniques",,
"01.140.10","01.140","Writing and transliteration","Règles d'écriture et translittération",,
"01.140.20","01.140","Information sciences","Sciences de l'information","Including documentation, librarianship and archive systems","Y compris documentation, bibliothéconomie et archivistiques"
"01.140.30","01.140","Documents in administration, commerce and industry","Documents dans l'administration, le commerce et l'industrie",,
"01.140.40","01.140","Publishing","Édition",,
"03.080.01","03.080","Services in general","Services en général",,
"03.080.10","03.080","Maintenance services. Facilities management","Services de maintenance. Gestion des infrastructures","Including cleaning and pest control","Y compris le nettoyage et la maîtrise des nuisibles"
"03.080.20","03.080","Services for companies","Services aux entreprises","Including publicity, advertising, professional services, recruitment services, management consultancy, outsourcing, etc.","Y compris publicité, communication, services professionnels, services de recrutement, conseil en gestion, sous-traitance, etc."
"03.080.30","03.080","Services for consumers","Services aux consommateurs","Including hotels, restaurants, washing, cleaning, removals, funerals, real estate, vehicle repair and servicing, furniture removals, services for elderly, sheltered housing services for elderly, sheltered housing, etc.","Y compris hôtels, restaurants, laverie, nettoyage, déménagement, pompes funèbres, immobilier, réparation et révision des véhicules, enlèvement de meubles, services destinésaux personnes âgées, logements accompagnés, etc."
"03.080.99","03.080","Other services","Autres services",,
"03.100.01","03.100","Company organization and management in general","Organisation et gestion d'entreprise en général","Including legal aspects and risk management, societal security, outsourcing","Y compris les aspects légaux et la gestion du risque, la sécurité sociétale, la gestion de la sous-traitance"
"03.100.02","03.100","Governance and ethics","Gouvernance et éthique","Including anti-bribery, anti-procurement fraud, corporate social responsibility","Y compris la lutte contre la corruption, la lutte contre la fraude aux achats, la responsabilité sociétale des entreprises"
"03.100.10","03.100","Purchasing. Procurement. Logistics","Approvisionnement. Achats. Logistique","Including asset management, supply chain, etc.","Y compris la gestion d'actifs, la chaîne d'approvisionnement, etc."
"03.100.20","03.100","Trade. Commercial function. Marketing","Commerce. Fonction commerciale. Mercatique",,
"03.100.30","03.100","Management of human resources","Gestion des ressources humaines","Including staff training, staff responsibilities, staff qualifications and certification","Y compris encadrement, formation, qualification et certification du personnel"
"03.100.40","03.100","Research and development","Recherche et développement","Including project management, value analysis, etc.","Y compris gestion de projet, analyse de la valeur, etc."
"03.100.50","03.100","Production. Production management","Production. Gestion de production",,
"03.100.60","03.100","Accountancy","Comptabilité",,
"03.100.70","03.100","Management systems","Systèmes de management","Including environmental management systems (EMS), road traffic management systems, energy management systems, health care management systems, etc.","Y compris les systèmes de management environnemental (SME), les systèmes de management de la circulation routière, les systèmes de management de l'énergie, les sysèmes de management dans le domaine de la santé, etc."
"03.100.99","03.100","Other standards related to company organization and management","Autres normes relatives à l'organisation et à la gestion d'entreprise",,
"03.120.01","03.120","Quality in general","Qualité en général","Including general aspects related to reliability and maintainability","Y compris les aspects généraux concernant la fiabilité et la maintenabilité"
"03.120.10","03.120","Quality management and quality assurance","Management et assurance de la qualité",,
"03.120.20","03.120","Product and company certification. Conformity assessment","Certification des produits et des entreprises. Évaluation de la conformité","Including laboratory accreditation and audit programmes and auditing","Y compris l'accréditation de laboratoires, l'audit et les programmes d'audit"
"03.120.30","03.120","Application of statistical methods","Application des méthodes statistiques",,
"03.120.99","03.120","Other standards related to quality","Autres normes relatives à la qualité",,
"03.200.01","03.200","Leisure and tourism in general","Loisirs et tourisme en général","Including outdoor events management, tourist information offices, tourism services, hotels, etc.","Y compris le management d'événements en plein air, les offices de tourisme, les services touristiques, les hôtels, etc."
"03.200.10","03.200","Adventure tourism","Tourisme d'aventure",,
"03.200.99","03.200","Other standards relating to leisure and tourism","Autres normes relatives aux loisirs et au tourisme","Including recreational diving services","Y compris les services dans le domaine de la plongée de loisirs"
"03.220.01","03.220","Transport in general","Transport en général",,
"03.220.20","03.220","Road transport","Transport routier","Including road transport services","Y compris services de transport routier"
"03.220.30","03.220","Transport by rail","Transport ferroviaire","Including rail transport services","Y compris services de transport ferroviaire"
"03.220.40","03.220","Transport by water","Transport fluvial et maritime","Including water transport services","Y compris services de transport fluvial et maritime"
"03.220.50","03.220","Air transport","Transport aérien","Including air transport services","Y compris services de transport aérien"
"03.220.99","03.220","Other forms of transport","Autres modes de transport",,
"07.100.01","07.100","Microbiology in general","Microbiologie en général",,
"07.100.10","07.100","Medical microbiology","Microbiologie médicale",,
"07.100.20","07.100","Microbiology of water","Microbiologie de l'eau",,
"07.100.30","07.100","Food microbiology","Microbiologie alimentaire","Including microbiology of animal feeding stuffs","Y compris la microbiologie des produits d'alimentation animale"
"07.100.40","07.100","Cosmetics microbiology","Microbiologie des produits cosmétiques",,
"07.100.99","07.100","Other standards related to microbiology","Autres normes relatives à la microbiologie",,
"11.020.01","11.020","Quality and environmental management in health care","Management de la qualité et management environnemental dans le domaine de la santé","Including quality and environmental management in health care technology","Y compris le management de la qualité et le management environnemental dans le domaine des technologies de la santé"
"11.020.10","11.020","Health care services in general","Prestation de soins de santé en général","Including care homes, dementia care, assisted living, aesthetic surgery, chiropractic services, etc.","Y compris les centres d'hébergement médicalisés, les soins à destination des personnes souffrant de démence, l'aide à domicile, la chirurgie esthétique, les services de chiropraxie, etc."
"11.020.20","11.020","Medical science","Sciences médicales","Including regenerative medicine, cell therapy, stratified medicine","Y compris la médecine régénératrice, la thérapie cellulaire et la médecine stratifiée"
"11.020.99","11.020","Other standards related to health care in general","Autres normes relatives à la santé en général",,
"11.040.01","11.040","Medical equipment in general","Matériel médical en général",,
"11.040.10","11.040","Anaesthetic, respiratory and reanimation equipment","Matériel d'anesthésie, de réanimation et respiratoire","Including medical gas installations","Y compris installations de gaz médical"
"11.040.20","11.040","Transfusion, infusion and injection equipment","Matériel de transfusion, de perfusion et d'injection","Including blood packs and containers for transfusion","Y compris les poches de sang et les conteneurs utilisés pour les transfusions"
"11.040.25","11.040","Syringes, needles and catheters","Seringues, aiguilles et cathéters",,
"11.040.30","11.040","Surgical instruments and materials","Instruments et matériaux chirurgicaux","Including surgical dressings, sutures, etc.","Y compris pansements, sutures, etc."
"11.040.40","11.040","Implants for surgery, prosthetics and orthotics","Implants chirurgicaux, prothèses et orthèses","Including pacemakers","Y compris stimulateurs cardiaques"
"11.040.50","11.040","Radiographic equipment","Appareils de radiographie","Including radiographic diagnostic and therapy equipment","Y compris matériel radiographique de diagnostic et de thérapie"
"11.040.55","11.040","Diagnostic equipment","Matériel de diagnostic","Including medical monitoring equipment, medical thermometers and related materials","Y compris matériel de surveillance, thermomètres médicaux et matériels connexes"
"11.040.60","11.040","Therapy equipment","Matériel de thérapie",,
"11.040.70","11.040","Ophthalmic equipment","Matériel ophtalmique","Including ophthalmic implants, glasses, contact lenses and their cleaning products","Y compris implants ophtalmiques, lunettes, lentilles de contacts et leurs produits d'entretien"
"11.040.99","11.040","Other medical equipment","Autres matériels médicaux",,
"11.060.01","11.060","Dentistry in general","Art dentaire en général",,
"11.060.10","11.060","Dental materials","Produits et matériaux dentaires",,
"11.060.15","11.060","Dental implants","Implants dentaires","Including dentures","Y compris prothèses dentaires"
"11.060.20","11.060","Dental equipment","Instruments et matériel dentaires",,
